"","ensembl_gene_id","external_gene_name","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1449","ENSG00000169429","CXCL8","C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]",201927.013485062,10.2785041367654,0.179331337358923,57.3157167516877,0,0
"630","ENSG00000125538","IL1B","interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]",27310.1894683496,10.2185006934317,0.435289099643215,23.4752046440108,7.30984645540378e-122,1.59409087754598e-119
"2032","ENSG00000225492","GBP1P1","guanylate binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]",733.592834091833,10.2067770098136,0.614780710450488,16.6023052387809,6.70650265877872e-62,5.61128971437979e-60
"1932","ENSG00000206240","HLA-DRB1","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",450.493597793978,10.1694942342597,1.87608475107524,5.42059426069705,5.94012411927741e-08,3.43876318331171e-07
"1940","ENSG00000206306","HLA-DRB1","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",450.493597793978,10.1694942342597,1.87608475107524,5.42059426069705,5.94012411927741e-08,3.43876318331171e-07
"2336","ENSG00000271503","CCL5","C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]",9988.01021639895,10.1370973077894,0.373398745378747,27.1481825615326,2.66025817218892e-162,8.65597337646043e-160
"1540","ENSG00000173762","CD7","CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]",91.6039868877518,10.1053616159003,1.10083688756707,9.17970839279731,4.32260392168494e-20,7.40259463580781e-19
"1287","ENSG00000163735","CXCL5","C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]",56944.0090995405,10.104072440513,0.351313585601963,28.7608360581901,6.63016904151216e-182,2.56437424871619e-179
"1410","ENSG00000168334","XIRP1","xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]",11463.7773233371,10.0987893528807,0.358778544198062,28.1476958870363,2.55716507466852e-174,9.36059408314821e-172
"386","ENSG00000108688","CCL7","C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]",4054.09214526823,9.97063710829662,0.379966822321021,26.2408097827888,9.10051405409179e-152,2.59099218881705e-149
"1289","ENSG00000163739","CXCL1","C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]",46480.1263864664,9.96353134983508,0.322299358451381,30.913903762356,7.76872109603176e-210,3.53891141661233e-207
"1947","ENSG00000206468","UBD","ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]",4702.50937379342,9.88367243736105,2.52609584484324,3.91262764535936,9.12972521976474e-05,0.00033141533075962
"1067","ENSG00000149968","MMP3","matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]",17781.2771048669,9.87595132083579,0.853270249927605,11.5742360895317,5.56648659790267e-31,1.75011363144796e-29
"211","ENSG00000090339","ICAM1","intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]",69206.5819532078,9.83372260285407,0.248856528141293,39.5156304570431,0,0
"2122","ENSG00000231679","HLA-DRB3","major histocompatibility complex, class II, DR beta 3 [Source:HGNC Symbol;Acc:HGNC:4951]",174.366829738575,9.82821598221156,2.01087139898235,4.88754078813064,1.02103346319362e-06,4.9668165548187e-06
"1126","ENSG00000154451","GBP5","guanylate binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19895]",24733.7418180283,9.74832450499156,0.224376205432426,43.4463381988489,0,0
"2120","ENSG00000231558","HLA-DOA","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",65.332167514265,9.69959734704913,2.44662002156357,3.96448866663421,7.35534410393404e-05,0.000271426100425821
"2165","ENSG00000235744","HLA-DOA","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",65.332167514265,9.69959734704913,2.44662002156357,3.96448866663421,7.35534410393404e-05,0.000271426100425821
"2097","ENSG00000230141","HLA-DOA","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",22.6528341639769,9.69232377051732,1.59696777674205,6.06920434568223,1.28545500824614e-09,9.08013170711151e-09
"23","ENSG00000008517","IL32","interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]",37937.2330986533,9.67169065565209,0.236161042110066,40.9537939417818,0,0
"2065","ENSG00000227993","HLA-DRA","major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]",1182.76306246161,9.65465823503597,1.59414052028762,6.05634077558863,1.39252842476089e-09,9.77583567779912e-09
"1843","ENSG00000197632","SERPINB2","serpin family B member 2 [Source:HGNC Symbol;Acc:HGNC:8584]",4774.09761979265,9.60711105946347,0.727213624079779,13.2108513115666,7.59604470769313e-40,3.57957058535636e-38
"1265","ENSG00000163131","CTSS","cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]",12035.2592803139,9.58272956167657,0.264801538105393,36.1883455445133,9.28550376901362e-287,7.32090545234655e-284
"761","ENSG00000133321","RARRES3","retinoic acid receptor responder 3 [Source:HGNC Symbol;Acc:HGNC:9869]",3335.49171778469,9.55915447061255,0.249107175281747,38.3736616972229,0,0
"948","ENSG00000141574","SECTM1","secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]",10476.418405796,9.53921377470813,0.313259876023125,30.45143826209,1.14651586902899e-203,5.10922365200551e-201
"1286","ENSG00000163734","CXCL3","C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]",11752.5178677629,9.40347874987707,0.324217205399303,29.0036388978674,5.91984129944923e-185,2.3794279764198e-182
"2103","ENSG00000230463","HLA-DRB3","major histocompatibility complex, class II, DR beta 3 [Source:HGNC Symbol;Acc:HGNC:4951]",62.6843960288103,9.39502216903785,1.09947536882495,8.54500467716585,1.28531068796319e-17,1.87660853223344e-16
"833","ENSG00000136244","IL6","interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]",68834.8063119348,9.36376721076391,0.273732943419834,34.2076737048137,1.85933621027845e-256,1.15498584771206e-253
"728","ENSG00000131203","IDO1","indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]",6544.62553867384,9.35843775152766,0.522993111168517,17.8939981267023,1.31337654428856e-71,1.31331247714006e-69
"779","ENSG00000134339","SAA2","serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]",66.5151601210547,9.35573992485399,1.20904149522279,7.73814626033989,1.00876763815599e-14,1.17027322097111e-13
"2233","ENSG00000244255","AL645922.1","novel complement component 2 (C2) and complement factor B (CFB) protein",45.751222272184,9.26967821760417,2.33173663444299,3.97543962756263,7.02493638272721e-05,0.00026017013714458
"272","ENSG00000101336","HCK","HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]",52.0484227718551,9.21248380214713,1.07449603656328,8.57377178571337,1.00149790142412e-17,1.47377641646038e-16
"1437","ENSG00000168961","LGALS9","galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]",793.370107506766,9.19788917262386,0.498477493551098,18.4519648161026,5.0283216246361e-76,5.45373359700611e-74
"322","ENSG00000104951","IL4I1","interleukin 4 induced 1 [Source:HGNC Symbol;Acc:HGNC:19094]",1039.16878128254,9.14005679468064,0.482217331855853,18.9542270484231,4.07496943334872e-80,4.8284854574691e-78
"1026","ENSG00000146374","RSPO3","R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]",160.608180370823,9.13492265792102,0.973256578202473,9.38593466770344,6.23608565011004e-21,1.12727971553444e-19
"1271","ENSG00000163347","CLDN1","claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]",1197.36859546369,9.09462029154296,0.739714244426656,12.2947751244024,9.6625287985715e-35,3.65446822586563e-33
"1375","ENSG00000166920","C15orf48","chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]",8314.37729154707,9.05056045747911,0.23941505316392,37.8028045349448,0,0
"1663","ENSG00000181374","CCL13","C-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10611]",39.0257453620859,9.03411298046479,1.17439512928172,7.69256679903827,1.44212144506978e-14,1.65243418124569e-13
"1968","ENSG00000213886","UBD","ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]",2059.37799901656,9.02907686813122,2.62023554501953,3.44590274919881,0.000569155145539233,0.00180633400346938
"179","ENSG00000081041","CXCL2","C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]",4277.29047219488,9.02610778299436,0.386307360399841,23.3650939854008,9.6806572472865e-121,2.06712284283465e-118
"37","ENSG00000019582","CD74","CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]",18376.8198758782,9.00834203754071,0.333002452890725,27.051878925639,3.62993086562724e-161,1.16265551272645e-158
"1249","ENSG00000162654","GBP4","guanylate binding protein 4 [Source:HGNC Symbol;Acc:HGNC:20480]",15677.2007010173,8.98985212823174,0.327770385018958,27.4272861097923,1.29676669718919e-165,4.35777385666904e-163
"1483","ENSG00000171115","GIMAP8","GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]",27.7781173537511,8.97933106450587,1.23914549145056,7.24638965033442,4.28027597395726e-13,4.32863232314503e-12
"1935","ENSG00000206292","HLA-DOA","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",23.0410109936227,8.87157017124111,1.22924629258522,7.21708108843131,5.31153077000012e-13,5.32686248797614e-12
"41","ENSG00000023445","BIRC3","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]",6254.76265775295,8.84805488918259,0.351454110168876,25.1755624224484,7.42018995505566e-140,1.81079135581769e-137
"2041","ENSG00000226025","AC005515.1","Charcot-Leyden crystal protein pseudogene",331.179474737449,8.82233267817643,0.762419796015097,11.5714895183568,5.74760751551721e-31,1.80153220887748e-29
"207","ENSG00000089127","OAS1","2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]",1775.892357725,8.7825245812212,0.331087618979193,26.5262851214413,4.82323371021207e-155,1.45399217390643e-152
"1822","ENSG00000196735","HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]",1051.56270288518,8.78205293447996,0.526790325138215,16.6708698231612,2.13465455022622e-62,1.80819353822675e-60
"1188","ENSG00000158714","SLAMF8","SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]",6932.82607197483,8.75296786352372,0.176628803756847,49.5557218151877,0,0
"1696","ENSG00000183734","ASCL2","achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]",216.878872096368,8.75037825431175,0.738757840847663,11.8447179447482,2.29188137782552e-32,7.81718408719557e-31
"704","ENSG00000130303","BST2","bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]",6211.84264389867,8.7034333345459,0.251451755496497,34.6127364168159,1.62529152874765e-262,1.11056170159327e-259
"777","ENSG00000134321","RSAD2","radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]",1187.93718644161,8.69845980743999,0.465578785588601,18.6831103063321,6.79424549952406e-78,7.73751324970798e-76
"1238","ENSG00000162366","PDZK1IP1","PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]",88.0751758071256,8.69274838804837,1.03345461424877,8.41134992112568,4.05318553248302e-17,5.71432257430326e-16
"285","ENSG00000102524","TNFSF13B","TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]",1428.93642810092,8.67455349905984,0.379111141700263,22.8812940188347,7.1352745994351e-116,1.43398033346882e-113
"2393","ENSG00000278567","CCL3","C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]",78.4709805928043,8.48832892270185,1.30973185679405,6.48096698470747,9.11366149396523e-11,7.31483739094727e-10
"2355","ENSG00000274221","CCL3","C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]",78.3546430194561,8.48558720128903,1.31000957517158,6.47750013596477,9.32546891410816e-11,7.47021443025803e-10
"221","ENSG00000092345","DAZL","deleted in azoospermia like [Source:HGNC Symbol;Acc:HGNC:2685]",31.3717972981502,8.48497545743541,1.24043798973191,6.84030602712291,7.9024182511093e-12,7.02479062140024e-11
"476","ENSG00000115008","IL1A","interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]",1099.48436858425,8.4791873863615,0.782287466046701,10.8389661785215,2.2499921451684e-27,5.88298328875089e-26
"387","ENSG00000108691","CCL2","C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]",46318.0278095845,8.44444073608786,0.256480916358303,32.9242458112985,9.88827716926908e-238,4.8261855641154e-235
"325","ENSG00000105246","EBI3","Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]",120.449941266022,8.2693677810207,0.851725476233084,9.708959062248,2.76142738086559e-22,5.45867886985185e-21
"1894","ENSG00000204252","HLA-DOA","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",102.300068530015,8.24421824614548,1.28461200006624,6.41767183065422,1.38374137769871e-10,1.08971626974437e-09
"1003","ENSG00000144837","PLA1A","phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]",436.135386357361,8.23667046804393,0.601128613316748,13.7020103278694,9.87517794907269e-43,5.21730084479487e-41
"1534","ENSG00000173432","SAA1","serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]",132.626318412973,8.20906404130512,0.964200877382139,8.51385249056525,1.68248020073854e-17,2.43052583755738e-16
"778","ENSG00000134326","CMPK2","cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]",1939.89163961639,8.14768622807685,0.371137957377144,21.953255025859,8.06175110919958e-107,1.41246013664515e-104
"2135","ENSG00000232957","HLA-DOA","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",63.5654456103239,8.14209546429623,1.05398193665228,7.72508065001345,1.11782546853069e-14,1.2909467199668e-13
"1275","ENSG00000163435","ELF3","E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]",59.2095354513295,8.05417717598081,1.01820405273044,7.91017984497564,2.570173260111e-15,3.14919197005471e-14
"862","ENSG00000137496","IL18BP","interleukin 18 binding protein [Source:HGNC Symbol;Acc:HGNC:5987]",7009.70791179075,8.02673130656322,0.14801848487706,54.2278980441532,0,0
"1742","ENSG00000185885","IFITM1","interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]",7961.86942828216,7.99868868880624,0.263954892412797,30.3032408897243,1.03900905379303e-201,4.53162693483051e-199
"2210","ENSG00000242092","HLA-DMB","major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]",29.5444932240449,7.98901953945036,3.0723680973933,2.60028072359836,0.00931475270994267,0.0230412834320158
"246","ENSG00000100342","APOL1","apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]",14879.7970759367,7.98858523915329,0.237344365057287,33.6582047659952,2.36505210035194e-248,1.1824683659784e-245
"623","ENSG00000124875","CXCL6","C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]",30029.0561521008,7.95293367839138,0.571343397354821,13.919708734207,4.80859659093287e-44,2.65691163120035e-42
"2271","ENSG00000255987","TOMM20P2","TOMM20 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50519]",19.6264853110244,7.95216189501132,1.14013990227395,6.97472466243058,3.06470432644173e-12,2.83626970599228e-11
"942","ENSG00000140968","IRF8","interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]",104.028937305604,7.94229854871653,0.913175914718923,8.69744637446027,3.39436058243192e-18,5.16562714025775e-17
"1809","ENSG00000196126","HLA-DRB1","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",2226.06882235597,7.91361938083056,1.6792754978398,4.71252000699739,2.44672050017719e-06,1.13422260364388e-05
"943","ENSG00000141052","MYOCD","myocardin [Source:HGNC Symbol;Acc:HGNC:16067]",367.129796643797,7.90287378302891,0.824475027460137,9.58534039214548,9.21532678416716e-22,1.76877325607343e-20
"740","ENSG00000131979","GCH1","GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]",3750.32472799689,7.90224058511298,0.199828279839073,39.545156428694,0,0
"2467","ENSG00000286030","AC015911.10","schlafen family member pseudogene",19.8489762017638,7.88600849318518,1.10143558669342,7.15975458615738,8.08216173163188e-13,7.94610231830801e-12
"980","ENSG00000143546","S100A8","S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]",13.4573929017386,7.87956459224588,1.06684535421258,7.38585453002385,1.51477337348264e-13,1.58830380475809e-12
"524","ENSG00000117594","HSD11B1","hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]",113.989466355226,7.87786904449738,0.929554675243503,8.47488507594642,2.35311717687737e-17,3.36612344792807e-16
"144","ENSG00000073861","TBX21","T-box 21 [Source:HGNC Symbol;Acc:HGNC:11599]",36.3459903788268,7.87737524639558,1.08139182177824,7.28447828784392,3.22917475293163e-13,3.30148894066561e-12
"564","ENSG00000120498","TEX11","testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]",29.0525275648308,7.86868788873867,1.14184586818544,6.89119968638426,5.53238136382215e-12,4.98936584148659e-11
"668","ENSG00000128284","APOL3","apolipoprotein L3 [Source:HGNC Symbol;Acc:HGNC:14868]",5020.4100780742,7.85370207034696,0.264795014722347,29.6595541218252,2.55394286426572e-193,1.04706549549166e-190
"1772","ENSG00000187553","CYP26C1","cytochrome P450 family 26 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:20577]",15.462339949378,7.83832897824166,1.10800712372983,7.07425864903815,1.50249816027789e-12,1.43789494806426e-11
"1221","ENSG00000160683","CXCR5","C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]",16.5060930332667,7.83763206678564,3.38161992690473,2.31771524778055,0.0204648017890871,0.0463852246654685
"1406","ENSG00000168062","BATF2","basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]",1304.9841146676,7.73822125237355,0.205305975059445,37.6911643712903,0,0
"1349","ENSG00000166278","C2","complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]",384.161974885589,7.65457434757976,0.56295377558385,13.5971631767476,4.16268614110989e-42,2.13861912798525e-40
"1408","ENSG00000168309","FAM107A","family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827]",56.4959542277409,7.62978448737388,1.11704330618909,6.83033902544359,8.47141902379046e-12,7.51430629894767e-11
"2351","ENSG00000273889","FAM83H","family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]",69.6615308901715,7.6205661019407,2.27029475894667,3.35664171883846,0.000788952760521256,0.00244190587919753
"89","ENSG00000056558","TRAF1","TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]",3267.89204319379,7.60524763777685,0.475490014689792,15.9945475253323,1.39467911264903e-57,1.0174208943129e-55
"2161","ENSG00000235636","NUS1P1","NUS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38472]",17.8433267066522,7.53765179652529,1.13039475585618,6.66815885112287,2.59032337023805e-11,2.21061776713196e-10
"1899","ENSG00000204364","C2","complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]",100.01100062681,7.51003070428984,1.3596703481204,5.52342022805134,3.32463275441364e-08,1.98461406035892e-07
"245","ENSG00000100336","APOL4","apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]",4314.29517661656,7.46819324208529,0.267150163003733,27.9550390616117,5.72514086274431e-172,2.02344245767923e-169
"1386","ENSG00000167207","NOD2","nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331]",166.277198019474,7.44058189012548,0.552806750464698,13.4596436889941,2.70216079416808e-41,1.34445616795271e-39
"2450","ENSG00000285114","GSDMC","gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]",17.1596017332952,7.38945598612922,2.57583029932409,2.86876662180279,0.00412075727445341,0.0110622697854428
"2114","ENSG00000231274","SBK3","SH3 domain binding kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:44121]",22.9736264505807,7.37979260262397,1.16786237600925,6.3190601514553,2.63158837789726e-10,2.00613351277486e-09
"25","ENSG00000010030","ETV7","ETS variant 7 [Source:HGNC Symbol;Acc:HGNC:18160]",1009.94610265715,7.32952230388241,0.246457064195606,29.7395504884581,2.36713355967591e-194,9.90283078363193e-192
"518","ENSG00000117228","GBP1","guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]",113755.170035975,7.29054843849412,0.13084703456546,55.718102154213,0,0
"873","ENSG00000137959","IFI44L","interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]",2101.88797841411,7.2617463133245,0.231746460319105,31.3348747736012,1.56371990175882e-215,7.45458006189629e-213
"143","ENSG00000073756","PTGS2","prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]",27737.125858883,7.23998949699054,0.336756643003152,21.4991735053102,1.5848519803785e-102,2.6849488219652e-100
"1248","ENSG00000162645","GBP2","guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]",20546.0444247162,7.23651776889542,0.426733755069408,16.957922083568,1.68187816215798e-64,1.49899219330767e-62
"995","ENSG00000144596","GRIP2","glutamate receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23841]",436.11752464551,7.2356191758456,0.572549596729069,12.6375413015433,1.31089319729133e-36,5.36367258508484e-35
"1264","ENSG00000163121","NEURL3","neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]",9.14717058608162,7.23523933743003,1.19279573045154,6.06578239066221,1.31312825438211e-09,9.25965465654585e-09
"2458","ENSG00000285351","TCAF2P1","TRPM8 channel associated factor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33603]",9.95257963890973,7.18378689472657,1.08790983753038,6.60329252195583,4.02124949724628e-11,3.3577023806131e-10
"439","ENSG00000112096","SOD2","superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]",122929.350641905,7.17656311998108,0.133791726806999,53.6398123505323,0,0
