"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"97","ENSG00000277263","AL662796.1","CHR_HSCHR6_8_CTG1",32446915,32452117,"",0.478399986481554,16.6295060506508,4.29791355580483,3.86920440225949,0.00010919107451237,0.0170402089595871,1.65368279460478
"68","ENSG00000223465","LST1","CHR_HSCHR6_MHC_DBB_CTG1",31568266,31571053,"leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]",0.626695570634596,16.6222584523549,4.27335703822239,3.88974249136678,0.000100350649924031,0.020247035851771,1.10736714749921
"22","ENSG00000125820","NKX2-2","20",21511010,21514026,"NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]",0.418599988171359,16.4832891511192,4.29821845123601,3.8349119148142,0.000125609301751168,0.01484535136014,2.25142245735161
"98","ENSG00000277322","GOLGA6L6","15",20531856,20541800,"golgin A6 family-like 6 [Source:HGNC Symbol;Acc:HGNC:37225]",0.369697849892158,16.4290207476705,4.29862455145995,3.82192502531786,0.000132413952102656,0.0154976330858265,2.25142245735161
"69","ENSG00000228589","SPCS2P4","1",28095742,28096422,"signal peptidase complex subunit 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45237]",8.63569678141608,16.3430722302378,4.27123472474896,3.82631095770518,0.000130077957221032,0.020247035851771,1.41763030858149
"101","ENSG00000278695","GSTT2B","CHR_HSCHR22_1_CTG7",23957418,23961206,"glutathione S-transferase theta 2B (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33437]",0.845967539750245,16.219899626581,4.27535619155698,3.79381246844702,0.000148351734795069,0.0263256572520904,1.10736714749921
"104","ENSG00000285446","Z84488.2","6",116399395,116463696,"novel protein",5.19007902767848,16.1127467520598,4.27488094782868,3.76916853327667,0.000163792267902057,0.0413627090872911,0.648931723645825
"91","ENSG00000262539","AC005829.2","17",46259551,46260606,"dead end homolog 1 (zebrafish) (DND1) pseudogene",0.239199993240777,16.0765152647297,4.30004007164847,3.73868963936575,0.000184981926227304,0.0413627090872911,0.731770830018187
"82","ENSG00000248128","AC114801.1","4",78003143,78003439,"transmembrane protein 128 (TMEM128) pseudogene",0.288002988937087,16.0464537562667,4.29919219095042,3.73243461644811,0.000189637930587342,0.0405372439034486,0.778949369432506
"77","ENSG00000239951","IGKV3-20","2",89142574,89143160,"immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5817]",0.250337504944689,16.0135080754895,4.30004027764564,3.72403676280382,0.000196062356712387,0.0448145435446746,0.67466536969418
"102","ENSG00000282402","IGKV3-20","CHR_HG2290_PATCH",89142574,89143160,"immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5817]",0.250337504944689,16.0135080754895,4.30004027764564,3.72403676280382,0.000196062356712387,0.0437832875292389,0.699938941454571
"67","ENSG00000222740","RNA5SP328","10",126145474,126145582,"RNA, 5S ribosomal pseudogene 328 [Source:HGNC Symbol;Acc:HGNC:43228]",0.230402391149669,15.7693579891891,4.30004022280045,3.66725825157959,0.000245165154074059,0.0475118788939718,0.778949369432506
"76","ENSG00000238199","UBE2V2P3","1",11278616,11279351,"ubiquitin conjugating enzyme E2 V2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44891]",0.184848924946079,15.6765044113502,4.30144016172965,3.64447808685698,0.000267934961589986,0.0496436256459611,0.778949369432506
"94","ENSG00000270434","AC012044.1","10",45812648,45812944,"ataxin 1-like (ATXN1L) pseudogene",0.184848924946079,15.6765044113502,4.30144016172965,3.64447808685698,0.000267934961589986,0.0478865348267294,0.837463969195653
"52","ENSG00000170786","SDR16C5","8",56300010,56320776,"short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]",0.184848924946079,15.6765035531034,4.30144016203755,3.64447788707063,0.000267935169707426,0.0496436256459611,0.778949369432506
"93","ENSG00000270230","MTND6P22","5",100046450,100046970,"MT-ND6 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:51978]",0.495702055234336,15.6515383823051,4.27145551263931,3.66421664371592,0.000248096728077407,0.0171424482508085,3.67104963967565
"100","ENSG00000278195","SSTR3","22",37204237,37212477,"somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]",0.196035688083938,15.6108410248952,4.30144755341921,3.62920640808142,0.000284293860457976,0.049535237608464,0.837463969195653
"95","ENSG00000274240","AC136352.1","CHR_HSCHR15_1_CTG1",21293635,21295183,"p21 protein (Cdc42/Rac)-activated kinase 2 (PAK2) pseudogene",0.301375957766094,15.2602208666278,4.29513843757454,3.55290547404223,0.000381001344557501,0.0390823043813646,1.65368279460478
"60","ENSG00000186086","NBPF6","1",108450282,108471002,"NBPF member 6 [Source:HGNC Symbol;Acc:HGNC:31988]",0.307031060609599,15.2541605611584,4.28947823761974,3.5561808957033,0.000376285032676717,0.0382757177674433,1.67868357374961
"64","ENSG00000211772","TRBC2","7",142801041,142802748,"T cell receptor beta constant 2 [Source:HGNC Symbol;Acc:HGNC:12157]",0.423723227633049,15.2335561385782,4.28321733433891,3.55656856738262,0.000375730446516806,0.0382757177674433,1.67868357374961
"86","ENSG00000258212","ZNF75BP","12",44008620,44010143,"zinc finger protein 75B, pseudogene [Source:HGNC Symbol;Acc:HGNC:13147]",0.324548518486975,15.084900387501,4.28811776410961,3.51783724639225,0.000435079116313918,0.0421219793481771,1.67868357374961
"58","ENSG00000181741","FDX1P1","20",34475924,34476474,"ferredoxin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3640]",0.374501414131961,15.0808315039826,4.28531777609962,3.51918627554123,0.000432872660623666,0.0253373886634986,3.38457063430077
"79","ENSG00000243609","RPS2P44","16",48577524,48578369,"ribosomal protein S2 pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:35811]",0.304842042580263,15.0788582699912,4.29482163586452,3.51093934706695,0.000446526266413449,0.0428572734049125,1.65368279460478
"41","ENSG00000160862","AZGP1","7",99966720,99976042,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]",0.863534181435008,15.0709474988984,3.68321903630145,4.09178692615363,4.28061880687594e-05,0.020247035851771,0.473158859368692
"85","ENSG00000257316","AC087311.1","12",32985838,32987070,"argininosuccinate synthase 1 (ASS1) pseudogene",1.18533291065458,14.8764540110554,3.95063976961922,3.76558098904807,0.000166162250506937,0.0338516343905368,0.870737278635898
"96","ENSG00000274443","C8orf89","8",73241329,73259502,"chromosome 8 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:51258]",0.303845207221254,14.8255544572063,4.29498274810683,3.45183096806179,0.000556796419408724,0.0491928912373687,1.67868357374961
"66","ENSG00000219201","AC138392.1","1",77810861,77811781,"novel pseudogene",0.381427017127097,14.7598529813457,4.28607486571452,3.44367596082228,0.000573863034852451,0.0294632972054692,3.67104963967565
"16","ENSG00000121853","GHSR","3",172445133,172448456,"growth hormone secretagogue receptor [Source:HGNC Symbol;Acc:HGNC:4267]",0.300167619524234,14.6758746949817,4.28888061888228,3.42184266691161,0.00062198293891479,0.0310629719125773,3.67104963967565
"81","ENSG00000244921","MTCYBP18","5",134923303,134924049,"MT-CYB pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:51976]",0.437509993794099,14.6025076856821,4.29164511861959,3.40254314652629,0.000667618128619133,0.0452144206110423,2.25142245735161
"83","ENSG00000255663","AP002373.1","11",114400682,114443932,"novel transcript, RBM7-REXO2 readthrough",1.42562260127451,14.5570585839915,3.84855641695339,3.78247244080035,0.000155278289719042,0.0318424047119527,0.870737278635898
"88","ENSG00000261557","EEF1A1P38","16",27133483,27135179,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:37916]",0.529338983817641,14.3002765006389,4.30422401090523,3.3223820285393,0.0008925240357476,0.0426022858260293,3.38457063430077
"75","ENSG00000238084","AL031284.1","1",25398721,25399198,"succinate dehydrogenase complex, subunit D, integral membrane protein (SDHD) pseudogene",0.305938185341281,14.2307380508229,4.29483815315699,3.31345153026601,0.00092152077832333,0.0429634302024536,3.38457063430077
"70","ENSG00000233557","NFU1P2","1",98077000,98077468,"NFU1 iron-sulfur cluster scaffold pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44554]",0.367434967273859,14.161381444325,4.29790206329733,3.29495210355268,0.000984384564533206,0.0428106145114211,3.67104963967565
"89","ENSG00000261862","KRTAP1-5","CHR_HSCHR17_4_CTG4",41026153,41027329,"keratin associated protein 1-5 [Source:HGNC Symbol;Acc:HGNC:16777]",78.5672020279911,9.49451447413726,2.58509674400373,3.67278884094387,0.000239917727456175,0.0263256572520904,1.75424338989285
"27","ENSG00000136872","ALDOB","9",101420560,101449664,"aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]",104.4746918546,7.913717088016,0.573369752654584,13.8021181818139,2.47472729431117e-43,1.65995122496913e-39,2.02314900837368
"32","ENSG00000143546","S100A8","1",153390032,153391073,"S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]",7.07669153845644,6.88325962175552,1.26735828200941,5.43118683916439,5.59804849714027e-08,3.82773162623041e-05,1.41763030858149
"43","ENSG00000163220","S100A9","1",153357854,153361023,"S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]",6.51275532183253,6.61817581979334,1.26385997407467,5.23647868873985,1.63669130513718e-07,0.000108417468170301,1.10736714749921
"1","ENSG00000005421","PON1","7",95297676,95324707,"paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]",5.94061141554413,6.40920478291663,1.20059645248493,5.33835059203384,9.37959537989072e-08,8.59891970968987e-05,0.870737278635898
"51","ENSG00000169562","GJB1","X",71215194,71225516,"gap junction protein beta 1 [Source:HGNC Symbol;Acc:HGNC:4283]",5.39580873014808,6.35854994852112,1.50837920761828,4.21548501623886,2.49241941135111e-05,0.0110473570642075,0.648931723645825
"34","ENSG00000151224","MAT1A","10",80271820,80289658,"methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903]",14.7746081214421,6.30636371000043,1.19659969387197,5.2702367736651,1.36247887951099e-07,9.27601597685462e-05,1.10736714749921
"73","ENSG00000237674","GSTA7P","6",52739590,52744656,"glutathione S-transferase alpha 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:4631]",6.08453289353146,6.30599819684606,1.36274129486079,4.62743605160232,3.70220492699889e-06,0.00253838480221587,0.648931723645825
"53","ENSG00000171557","FGG","4",154604134,154612967,"fibrinogen gamma chain [Source:HGNC Symbol;Acc:HGNC:3694]",13.6230942384761,6.23401041524009,1.14827399849524,5.4290268902801,5.66621472191751e-08,7.40576435874676e-05,0.648931723645825
"33","ENSG00000145321","GC","4",71741696,71804041,"GC, vitamin D binding protein [Source:HGNC Symbol;Acc:HGNC:4187]",7.33301516507412,6.04328615216182,1.23471328389007,4.89448540888936,9.85632887952075e-07,0.000824464615833993,0.648931723645825
"78","ENSG00000240520","UOX","1",84363706,84397831,"urate oxidase (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12575]",6.46995420003416,5.45036377097845,1.18286175492347,4.60777749241801,4.06995850584423e-06,0.00141673997205622,1.41763030858149
"14","ENSG00000117601","SERPINC1","1",173903804,173917378,"serpin family C member 1 [Source:HGNC Symbol;Acc:HGNC:775]",21.5477519818882,5.184601276444,0.630434771518364,8.22385044523671,1.97071809592297e-16,6.03766103706396e-13,1.10736714749921
"30","ENSG00000140284","SLC27A2","15",50182196,50236385,"solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]",2.60969073998112,5.16479583638635,1.39970880998367,3.68990735755003,0.000224335733854657,0.0496436256459611,0.648931723645825
"39","ENSG00000158104","HPD","12",121839527,121863596,"4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]",13.2473472536885,4.96949401399872,0.915133518300814,5.43034859353189,5.62440795459122e-08,7.40576435874676e-05,0.648931723645825
"19","ENSG00000124253","PCK1","20",57561080,57568121,"phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]",6.32506537009189,4.84165836102988,1.26535577374647,3.82632178355237,0.000130072239604804,0.0353256967684622,0.648931723645825
"84","ENSG00000256069","A2MP1","12",9228533,9275817,"alpha-2-macroglobulin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8]",9.76853578157412,4.73886723504616,1.18079131054497,4.01329785604453,5.98762803766541e-05,0.0119411577477317,1.41763030858149
"54","ENSG00000171564","FGB","4",154562956,154571086,"fibrinogen beta chain [Source:HGNC Symbol;Acc:HGNC:3662]",12.9936749354633,4.60181489347357,1.17368267431986,3.92083396488773,8.82430494332345e-05,0.0263256572520904,0.648931723645825
"26","ENSG00000134240","HMGCS2","1",119747996,119768905,"3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]",7.39916297272807,4.25366936197863,1.09643605379001,3.8795416725628,0.000104653471365156,0.0298919509777883,0.648931723645825
"15","ENSG00000118137","APOA1","11",116835751,116837950,"apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]",50.5680259541354,3.99324465052748,0.364805214517879,10.9462378595791,6.92650465235207e-28,2.08398249374412e-24,1.80416355064228
"62","ENSG00000198650","TAT","16",71565660,71577092,"tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]",34.4046220445054,2.98673395654573,0.673022972757371,4.43778901678363,9.08876403973617e-06,0.00348063966069707,1.10736714749921
"63","ENSG00000203685","STUM","1",226548764,226609230,"stum, mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]",147.366635479483,2.74651098190405,0.688859827034862,3.98703897965159,6.69030371786218e-05,0.0100342751081594,2.02314900837368
"61","ENSG00000197582","GPX1P1","X",13378735,13379340,"glutathione peroxidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4560]",12.1541069050124,2.49427734540285,0.560076014417115,4.45346217512761,8.44965993015655e-06,0.00334027136817101,1.10736714749921
"20","ENSG00000124713","GNMT","6",42960754,42963880,"glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415]",10.38134607604,2.45011397404604,0.583359462678141,4.20000725247144,2.66906430790023e-05,0.00953339823732941,0.870737278635898
"80","ENSG00000244734","HBB","11",5225464,5229395,"hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]",86.5657639198399,1.65888270316951,0.389992306497582,4.2536293037868,2.10333390689158e-05,0.00421144753562331,2.02314900837368
"24","ENSG00000130649","CYP2E1","10",133520406,133561220,"cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]",39.036272462255,1.42791485987102,0.312296394046794,4.57230658787905,4.823844231435e-06,0.00200389736280613,1.10736714749921
"13","ENSG00000108700","CCL8","17",34319435,34321402,"C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]",83.849221549829,1.4060378629289,0.234648869313093,5.99209306673803,2.07157309742085e-09,1.45650226823569e-06,1.92960505069652
"11","ENSG00000102794","ACOD1","13",76948497,76958642,"aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904]",22.4178756112488,1.33159134926614,0.348375004867034,3.82229301948448,0.000132216445423945,0.0356763666419722,0.648931723645825
"29","ENSG00000138755","CXCL9","4",76001275,76007488,"C-X-C motif chemokine ligand 9 [Source:HGNC Symbol;Acc:HGNC:7098]",573.142560924032,1.31749474879047,0.0830877425359751,15.8566680063551,1.26425778558054e-56,8.59256718479139e-52,0.399336075243904
"21","ENSG00000125538","IL1B","2",112829751,112836903,"interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]",78.059915079874,1.30392068916425,0.21777134289402,5.98756783990084,2.13002110029587e-09,1.45650226823569e-06,1.80416355064228
"48","ENSG00000169245","CXCL10","4",76021118,76023497,"C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]",336.831199677851,1.29551323041931,0.10876543581393,11.9110746968881,1.03632868684966e-32,7.2397926315303e-29,1.29501853258843
"50","ENSG00000169429","CXCL8","4",73740541,73743716,"C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]",634.722672088593,1.28934995612297,0.1166333157217,11.0547312159032,2.07958800226645e-28,1.5252953416643e-24,0.925101133330801
"49","ENSG00000169248","CXCL11","4",76033682,76041415,"C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638]",159.526104440901,1.22081357213657,0.146623056455485,8.32620463417507,8.34754572275696e-17,1.67732872426456e-13,1.92960505069652
"47","ENSG00000168334","XIRP1","3",39183210,39192596,"xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]",31.9537817571534,1.20677797330735,0.290424660918338,4.15521867010693,3.24976587818271e-05,0.00626768861509094,1.80416355064228
"36","ENSG00000154451","GBP5","1",89258950,89272804,"guanylate binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19895]",91.5898390192514,1.20649280024997,0.219838462025672,5.48808788568164,4.06307911898539e-08,2.01878230626936e-05,2.02314900837368
"74","ENSG00000237988","OR2I1P","6",29550407,29557721,"olfactory receptor family 2 subfamily I member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8258]",44.3161891379304,1.17766325604797,0.258226567336621,4.56058130731677,5.10122051375577e-06,0.00187563834747861,1.29501853258843
"42","ENSG00000163131","CTSS","1",150730188,150765792,"cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]",54.6138601425812,1.13921588065592,0.327346079514286,3.48015739900193,0.000501119284018156,0.0443036046713076,1.75424338989285
"46","ENSG00000165795","NDRG2","14",21016763,21070872,"NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]",40.4809932277889,1.08248232940673,0.290687223913421,3.72387308542028,0.000196189579670019,0.0318424047119527,1.10736714749921
"7","ENSG00000090339","ICAM1","19",10271093,10286615,"intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]",236.08020102009,1.0642849942707,0.122512019378037,8.68718840546264,3.71519695389818e-18,8.7093954355541e-15,1.92960505069652
"8","ENSG00000095539","SEMA4G","10",100969518,100985871,"semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]",68.1853190942384,1.06150837706588,0.275810231485226,3.84869107773743,0.00011875064972935,0.020247035851771,1.29501853258843
"2","ENSG00000008517","IL32","16",3065297,3082192,"interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]",143.512761903781,1.01166220316587,0.204301149386035,4.95181846115948,7.35231775426365e-07,0.000419073329608076,1.10736714749921
"44","ENSG00000163735","CXCL5","4",73995642,73998677,"C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]",207.767844589922,0.991206525437218,0.146168487435154,6.78126005700752,1.19132208106994e-11,8.01370875056899e-09,3.1036885195225
"10","ENSG00000100336","APOL4","22",36189124,36204840,"apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]",66.2210802464918,0.952244943943361,0.268056609258715,3.55240240700166,0.000381730591547356,0.0368113976876887,1.80416355064228
"38","ENSG00000157045","NTAN1","16",15037854,15056079,"N-terminal asparagine amidase [Source:HGNC Symbol;Acc:HGNC:29909]",204.431657497642,0.875034302798369,0.249415929553992,3.50833366723253,0.000450923108325495,0.0497391950490405,1.29501853258843
"45","ENSG00000163739","CXCL1","4",73869393,73871242,"C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]",206.455565452165,0.861441815592584,0.205566664092922,4.19057155689011,2.7825264235948e-05,0.00368674480467036,3.1036885195225
"56","ENSG00000172216","CEBPB","20",50190734,50192689,"CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]",1297.92029877796,0.722006622090832,0.090316181819295,7.99421108761468,1.30406171310337e-15,3.55132030814094e-12,1.10736714749921
"25","ENSG00000132561","MATN2","8",97868840,98036724,"matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]",1697.69413932826,0.67313632847394,0.151742256070596,4.43605061572811,9.16243130860134e-06,0.0214811993251606,0.0877009142169704
"90","ENSG00000262473","GART","CHR_HSCHR21_4_CTG1_1",33508081,33521016,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",185.980219667087,0.618122871852637,0.177021305897374,3.49179929906847,0.000479778605448653,0.0399772555432489,2.02314900837368
"18","ENSG00000123179","EBPL","13",49660674,49691486,"EBP like [Source:HGNC Symbol;Acc:HGNC:18061]",744.752033243308,0.600958116324349,0.0760785817881618,7.89917611763186,2.80752953537837e-15,7.88218597219564e-12,0.966726227831927
"35","ENSG00000153395","LPCAT1","5",1456480,1523962,"lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]",1065.57954246677,0.567598729200709,0.101722786883642,5.57985822635758,2.40714705558402e-08,1.95412128712239e-05,1.28588936359873
"3","ENSG00000057657","PRDM1","6",105993463,106109939,"PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]",671.344176602658,0.500438119051341,0.140708615283436,3.55655634904291,0.000375747913872415,0.049535237608464,1.10736714749921
"57","ENSG00000173621","LRFN4","11",66856647,66860475,"leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]",1581.75534426416,0.491525084742282,0.118132953393719,4.16077877189868,3.1716420719074e-05,0.00820633067246226,1.29501853258843
"9","ENSG00000096093","EFHC1","6",52362123,52529886,"EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406]",402.517460036796,0.451009870616938,0.119691324737293,3.76810827022631,0.000164489361131657,0.0253373886634986,1.29501853258843
"37","ENSG00000156232","WHAMM","15",82809628,82836108,"WAS protein homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:HGNC:30493]",326.0335852599,0.442283538225365,0.11394649791677,3.88150181279306,0.000103813378050144,0.010702861019168,2.8614848755138
"99","ENSG00000277443","MARCKS","6",113857345,113863475,"myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]",21683.9198374577,0.409034390661455,0.0785947708194568,5.20434612120779,1.94680861380428e-07,0.000341020227010876,0.368909360250889
"28","ENSG00000138685","FGF2","4",122826708,122898236,"fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]",1963.97696444823,0.392219748410552,0.0874007301323315,4.4876026529378,7.20291084717492e-06,0.0203113584161407,0.0769989674931135
"17","ENSG00000122912","SLC25A16","10",68477998,68527523,"solute carrier family 25 member 16 [Source:HGNC Symbol;Acc:HGNC:10986]",700.822702020705,0.360880720207775,0.100078883295772,3.6059626998558,0.000310997809920207,0.049535237608464,0.925101133330801
"31","ENSG00000141429","GALNT1","18",35581117,35711834,"polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]",9446.51471485471,0.332743222333995,0.0883168062266474,3.76760932092671,0.000164818371280587,0.0253373886634986,1.29501853258843
"55","ENSG00000172061","LRRC15","3",194355247,194369743,"leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]",11313.6700545752,0.299353563245179,0.0681032016121935,4.395587228774,1.1047368879742e-05,0.00902818102749072,0.400134823689915
"4","ENSG00000069329","VPS35","16",46656132,46689518,"VPS35, retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]",4752.05772537423,0.278162477177102,0.059649156284691,4.66330950012938,3.11164229542342e-06,0.00141231026675749,1.10736714749921
"59","ENSG00000181788","SIAH2","3",150741125,150763477,"siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858]",915.696132858078,0.259452913186834,0.0694932948417718,3.73349563835731,0.000188840465544827,0.0310629719125773,1.10736714749921
"6","ENSG00000083799","CYLD","16",50742050,50801935,"CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]",1424.1121881971,0.244387527435764,0.0635661825996596,3.84461544552578,0.00012074163314674,0.0203113584161407,1.29501853258843
"12","ENSG00000108651","UTP6","17",31860904,31901708,"UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]",2048.98714458089,0.204904000641528,0.0491882089116546,4.16571379961303,3.10379887212801e-05,0.0100342751081594,0.925101133330801
